"time","signal"
"26JUN17:08:30",1146.5983333
"26JUN17:09:00",1210.5783333
"26JUN17:09:30",1217.2
"26JUN17:10:00",982.5433333
"26JUN17:10:30",1222.835
"26JUN17:11:00",1274.9583333
"26JUN17:11:30",1515.246667
"26JUN17:12:00",1599.186667
"26JUN17:12:30",1832.246667
"26JUN17:13:00",1910.623333
"26JUN17:13:30",1870.688333
"26JUN17:14:00",1896.276667
"26JUN17:14:30",1881.966667
"26JUN17:15:00",1887.386667
"26JUN17:15:30",1854.998333
"26JUN17:16:00",1839.025
"26JUN17:16:30",1833.095
"26JUN17:17:00",1776.908333
"26JUN17:17:30",1791.3
"26JUN17:18:00",1762.573333
"26JUN17:18:30",1788.831667
"26JUN17:19:00",1859.231667
"26JUN17:19:30",1845.2
"26JUN17:20:00",1852.016667
"26JUN17:20:30",1867.218333
"26JUN17:21:00",1812.491667
"26JUN17:21:30",1800.428333
"26JUN17:22:00",889.395
"26JUN17:22:30",729.4483333
"26JUN17:23:00",738.1266667
"26JUN17:23:30",739.21
"27JUN17:00:00",767.8366667
"27JUN17:00:30",958.095
"27JUN17:01:00",985.6016667
"27JUN17:01:30",989.29
"27JUN17:02:00",981.8466667
"27JUN17:02:30",979.6133333
"27JUN17:03:00",933.1833333
"27JUN17:03:30",914.1666667
"27JUN17:04:00",916.8366667
"27JUN17:04:30",921.0733333
"27JUN17:05:00",939.5666667
"27JUN17:05:30",1077.8083333
"27JUN17:06:00",1286.8266667
"27JUN17:06:30",1269.1766667
"27JUN17:07:00",1215.2066667
"27JUN17:07:30",1081.2
"27JUN17:08:00",1106.0183333
"27JUN17:08:30",1123.33
"27JUN17:09:00",1075.24
"27JUN17:09:30",1029.2633333
"27JUN17:10:00",949.11
"27JUN17:10:30",994.5483333
"27JUN17:11:00",1302.5733333
"27JUN17:11:30",1546.115
"27JUN17:12:00",1580.201667
"27JUN17:12:30",1533.028333
"27JUN17:13:00",1595.93
"27JUN17:13:30",1555.24
"27JUN17:14:00",1656.395
"27JUN17:14:30",1727.915
"27JUN17:15:00",1774.745
"27JUN17:15:30",1780.526667
"27JUN17:16:00",1778.561667
"27JUN17:16:30",1694.656667
"27JUN17:17:00",1705.595
"27JUN17:17:30",1719.313333
"27JUN17:18:00",1717.711667
"27JUN17:18:30",1722.898333
"27JUN17:19:00",1753.556667
"27JUN17:19:30",1799.601667
"27JUN17:20:00",1777.358333
"27JUN17:20:30",1781.09
"27JUN17:21:00",1758.223333
"27JUN17:21:30",1696.056667
"27JUN17:22:00",836.8933333
"27JUN17:22:30",723.2833333
"27JUN17:23:00",723.75
"27JUN17:23:30",739.4666667
"28JUN17:00:00",755.6916667
"28JUN17:00:30",954.665
"28JUN17:01:00",972.98
"28JUN17:01:30",979.995
"28JUN17:02:00",972.0033333
"28JUN17:02:30",967.38
"28JUN17:03:00",919.32
"28JUN17:03:30",918.0816667
"28JUN17:04:00",915.2016667
"28JUN17:04:30",915.1783333
"28JUN17:05:00",1039.2616667
"28JUN17:05:30",1093.7766667
"28JUN17:06:00",1053.9766667
"28JUN17:06:30",1040.5066667
"28JUN17:07:00",968.8733333
"28JUN17:07:30",932.1933333
"28JUN17:08:00",934.0483333
"28JUN17:08:30",911.09
"28JUN17:09:00",863.4983333
"28JUN17:09:30",859.9683333
"28JUN17:10:00",833.3966667
"28JUN17:10:30",941.1
"28JUN17:11:00",1211.3883333
"28JUN17:11:30",1487.44
"28JUN17:12:00",1536.333333
"28JUN17:12:30",1512.248333
"28JUN17:13:00",1549.721667
"28JUN17:13:30",1601.843333
"28JUN17:14:00",1624.658333
"28JUN17:14:30",1691.86
"28JUN17:15:00",1716.88
"28JUN17:15:30",1669.018333
"28JUN17:16:00",1449.77
"28JUN17:16:30",1427.655
"28JUN17:17:00",1533.945
"28JUN17:17:30",1624.805
"28JUN17:18:00",1696.923333
"28JUN17:18:30",1701.208333
"28JUN17:19:00",1672.268333
"28JUN17:19:30",1699.966667
"28JUN17:20:00",1717.561667
"28JUN17:20:30",1725.536667
"28JUN17:21:00",1695.356667
"28JUN17:21:30",1716.846667
"28JUN17:22:00",864.0366667
"28JUN17:22:30",738.935
"28JUN17:23:00",735.5116667
"28JUN17:23:30",741.1533333
"29JUN17:00:00",767.3816667
"29JUN17:00:30",951.1783333
"29JUN17:01:00",986.7316667
"29JUN17:01:30",977.055
"29JUN17:02:00",984.9266667
"29JUN17:02:30",976.6666667
"29JUN17:03:00",926.9233333
"29JUN17:03:30",915.465
"29JUN17:04:00",911.055
"29JUN17:04:30",914.9766667
"29JUN17:05:00",1039.07
"29JUN17:05:30",1202.3116667
"29JUN17:06:00",1205.525
"29JUN17:06:30",1172.2316667
"29JUN17:07:00",1057.075
"29JUN17:07:30",947.8316667
"29JUN17:08:00",1071.2066667
"29JUN17:08:30",1082.2416667
"29JUN17:09:00",1058.425
"29JUN17:09:30",996.1983333
"29JUN17:10:00",880.0033333
"29JUN17:10:30",975.59
"29JUN17:11:00",1235.405
"29JUN17:11:30",1461.1466667
"29JUN17:12:00",1507.93
"29JUN17:12:30",1443.35
"29JUN17:13:00",1472.4516667
"29JUN17:13:30",1520.615
"29JUN17:14:00",1558.668333
"29JUN17:14:30",1663.403333
"29JUN17:15:00",1718.073333
"29JUN17:15:30",1725.09
"29JUN17:16:00",1745.771667
"29JUN17:16:30",1722.955
"29JUN17:17:00",1684.085
"29JUN17:17:30",1674.26
"29JUN17:18:00",1641.261667
"29JUN17:18:30",1653.663333
"29JUN17:19:00",1697.886667
"29JUN17:19:30",1716.683333
"29JUN17:20:00",1726.951667
"29JUN17:20:30",1699.098333
"29JUN17:21:00",1640.931667
"29JUN17:21:30",1596.608333
"29JUN17:22:00",847.7366667
"29JUN17:22:30",726.6866667
"29JUN17:23:00",724.675
"29JUN17:23:30",740.1633333
"30JUN17:00:00",753.355
"30JUN17:00:30",956.035
"30JUN17:01:00",983.3766667
"30JUN17:01:30",983.2616667
"30JUN17:02:00",977.3633333
"30JUN17:02:30",968.795
"30JUN17:03:00",917.0416667
"30JUN17:03:30",919.3566667
"30JUN17:04:00",912.5233333
"30JUN17:04:30",908.8716667
"30JUN17:05:00",910.6883333
"30JUN17:05:30",917.8716667
"30JUN17:06:00",932.215
"30JUN17:06:30",1012.1466667
"30JUN17:07:00",1162.0416667
"30JUN17:07:30",1089.1116667
"30JUN17:08:00",1054.2433333
"30JUN17:08:30",1174.4016667
"30JUN17:09:00",1065.2433333
"30JUN17:09:30",1030.4616667
"30JUN17:10:00",976.165
"30JUN17:10:30",976.815
"30JUN17:11:00",1257.2916667
"30JUN17:11:30",1525.181667
"30JUN17:12:00",1559.661667
"30JUN17:12:30",1590.388333
"30JUN17:13:00",1630.023333
"30JUN17:13:30",1688.916667
"30JUN17:14:00",1739.66
"30JUN17:14:30",1745.283333
"30JUN17:15:00",1788.363333
"30JUN17:15:30",1832.646667
"30JUN17:16:00",1864.97
"30JUN17:16:30",1834.205
"30JUN17:17:00",1847.941667
"30JUN17:17:30",1928.213333
"30JUN17:18:00",1797.673333
"30JUN17:18:30",1805.656667
"30JUN17:19:00",1818.533333
"30JUN17:19:30",1792.078333
"30JUN17:20:00",1731.608333
"30JUN17:20:30",1675.221667
"30JUN17:21:00",1688.565
"30JUN17:21:30",1659.856667
"30JUN17:22:00",852.3333333
"30JUN17:22:30",732.1033333
"30JUN17:23:00",732.7116667
"30JUN17:23:30",733.8983333
"03JUL17:00:00",1217.24
"03JUL17:00:30",1321.8516667
"03JUL17:01:00",1356.7866667
"03JUL17:01:30",1337.0416667
"03JUL17:02:00",1346.53
"03JUL17:02:30",1331.1133333
"03JUL17:03:00",1272.2133333
"03JUL17:03:30",1192.765
"03JUL17:04:00",1154.6666667
"03JUL17:04:30",1149.865
"03JUL17:05:00",1219.9716667
"03JUL17:05:30",1184.1783333
"03JUL17:06:00",1078.7816667
"03JUL17:06:30",1056.3616667
"03JUL17:07:00",948.6633333
"03JUL17:07:30",1066.4683333
"03JUL17:08:00",1080
"03JUL17:08:30",1329.085
"03JUL17:09:00",1796.413333
"03JUL17:09:30",1624.321667
"03JUL17:10:00",1583.931667
"03JUL17:10:30",1501.715
"03JUL17:11:00",1438.9133333
"03JUL17:11:30",1738.163333
"03JUL17:12:00",1778.463333
"03JUL17:12:30",1788.283333
"03JUL17:13:00",1813.61
"03JUL17:13:30",1899.173333
"03JUL17:14:00",1918.978333
"03JUL17:14:30",1960.24
"03JUL17:15:00",1980.43
"03JUL17:15:30",2006.741667
"03JUL17:16:00",1979.583333
"03JUL17:16:30",1960.541667
"03JUL17:17:00",1980.031667
"03JUL17:17:30",2016.266667
"03JUL17:18:00",2007.213333
"03JUL17:18:30",2028.101667
"03JUL17:19:00",2072.501667
"03JUL17:19:30",2081.281667
"03JUL17:20:00",2082.446667
"03JUL17:20:30",2071.281667
"03JUL17:21:00",2046.796667
"03JUL17:21:30",2061.113333
"03JUL17:22:00",878.995
"03JUL17:22:30",716.8783333
"03JUL17:23:00",724.4766667
"03JUL17:23:30",735.2316667
"04JUL17:00:00",763.5533333
"04JUL17:00:30",939.44
"04JUL17:01:00",979.75
"04JUL17:01:30",966.2816667
"04JUL17:02:00",975.6433333
"04JUL17:02:30",965.815
"04JUL17:03:00",908.495
"04JUL17:03:30",877.8083333
"04JUL17:04:00",879.79
"04JUL17:04:30",879.9733333
"04JUL17:05:00",871.745
"04JUL17:05:30",875.885
"04JUL17:06:00",871.81
"04JUL17:06:30",879.71
"04JUL17:07:00",895.52
"04JUL17:07:30",904.165
"04JUL17:08:00",897.0816667
"04JUL17:08:30",873.225
"04JUL17:09:00",868.9883333
"04JUL17:09:30",873.5116667
"04JUL17:10:00",686.825
"04JUL17:10:30",671.2816667
"04JUL17:11:00",664.08
"04JUL17:11:30",806.7533333
"04JUL17:12:00",834.0566667
"04JUL17:12:30",843.9233333
"04JUL17:13:00",841.0083333
"04JUL17:13:30",836.2466667
"04JUL17:14:00",836.8616667
"04JUL17:14:30",836.5283333
"04JUL17:15:00",840.5166667
"04JUL17:15:30",848.005
"04JUL17:16:00",845.2
"04JUL17:16:30",956.9166667
"04JUL17:17:00",962.2066667
"04JUL17:17:30",953.4333333
"04JUL17:18:00",966.4366667
"04JUL17:18:30",993.6983333
"04JUL17:19:00",1114.8933333
"04JUL17:19:30",1200.995
"04JUL17:20:00",1564.926667
"04JUL17:20:30",1645.21
"04JUL17:21:00",1529.603333
"04JUL17:21:30",1564.361667
"04JUL17:22:00",1288.2983333
"04JUL17:22:30",1249.17
"04JUL17:23:00",1205.5816667
"04JUL17:23:30",1238.1283333
"05JUL17:00:00",1229.6616667
"05JUL17:00:30",1368.6333333
"05JUL17:01:00",1341.2566667
"05JUL17:01:30",1293.98
"05JUL17:02:00",1227.965
"05JUL17:02:30",1172.805
"05JUL17:03:00",1014.385
"05JUL17:03:30",1019.9816667
"05JUL17:04:00",1017.3033333
"05JUL17:04:30",947.4966667
"05JUL17:05:00",1129.585
"05JUL17:05:30",1307.335
"05JUL17:06:00",1378.08
"05JUL17:06:30",1493.7716667
"05JUL17:07:00",1517.575
"05JUL17:07:30",1367.5366667
"05JUL17:08:00",1284.895
"05JUL17:08:30",1090.8683333
"05JUL17:09:00",1084.4983333
"05JUL17:09:30",1142.94
"05JUL17:10:00",931.4033333
"05JUL17:10:30",1484.9516667
"05JUL17:11:00",1562.298333
"05JUL17:11:30",1881.875
"05JUL17:12:00",1878.6
"05JUL17:12:30",1834.945
"05JUL17:13:00",1844.851667
"05JUL17:13:30",1799.818333
"05JUL17:14:00",1789.491667
"05JUL17:14:30",1779.716667
"05JUL17:15:00",1851.841667
"05JUL17:15:30",1901.878333
"05JUL17:16:00",1674.143333
"05JUL17:16:30",1778.973333
"05JUL17:17:00",1972.615
"05JUL17:17:30",2191.893333
"05JUL17:18:00",2222.061667
"05JUL17:18:30",2211.248333
"05JUL17:19:00",2223.418333
"05JUL17:19:30",2208.483333
"05JUL17:20:00",2188.6
"05JUL17:20:30",2129.143333
"05JUL17:21:00",2042.16
"05JUL17:21:30",1988.025
"05JUL17:22:00",908.2483333
"05JUL17:22:30",724.3316667
"05JUL17:23:00",727.3883333
"05JUL17:23:30",729.5666667
"06JUL17:00:00",750.345
"06JUL17:00:30",954.2933333
"06JUL17:01:00",975.4266667
"06JUL17:01:30",975.3216667
"06JUL17:02:00",974.7733333
"06JUL17:02:30",961.845
"06JUL17:03:00",915.45
"06JUL17:03:30",900.2883333
"06JUL17:04:00",912.025
"06JUL17:04:30",901.3283333
"06JUL17:05:00",1021.5933333
"06JUL17:05:30",1324.3166667
"06JUL17:06:00",1331.0866667
"06JUL17:06:30",1258.6216667
"06JUL17:07:00",1134.2133333
"06JUL17:07:30",1112.1233333
"06JUL17:08:00",1161.115
"06JUL17:08:30",1136.5533333
"06JUL17:09:00",1077.5133333
"06JUL17:09:30",923.0983333
"06JUL17:10:00",948.68
"06JUL17:10:30",1164.45
"06JUL17:11:00",1414.65
"06JUL17:11:30",1746.791667
"06JUL17:12:00",1797.856667
"06JUL17:12:30",1780.116667
"06JUL17:13:00",1812.733333
"06JUL17:13:30",1875.666667
"06JUL17:14:00",1864.611667
"06JUL17:14:30",1905.211667
"06JUL17:15:00",1922.946667
"06JUL17:15:30",1939.158333
"06JUL17:16:00",1953.325
"06JUL17:16:30",1984.091667
"06JUL17:17:00",1972.806667
"06JUL17:17:30",1953.941667
"06JUL17:18:00",1949.796667
"06JUL17:18:30",2047.57
"06JUL17:19:00",2071.256667
"06JUL17:19:30",2124.945
"06JUL17:20:00",2117.66
"06JUL17:20:30",2177.423333
"06JUL17:21:00",2046.636667
"06JUL17:21:30",2021.296667
"06JUL17:22:00",905.0066667
"06JUL17:22:30",731.4216667
"06JUL17:23:00",737.27
"06JUL17:23:30",731.335
"07JUL17:00:00",770.4833333
"07JUL17:00:30",959.4583333
"07JUL17:01:00",988.26
"07JUL17:01:30",987.3083333
"07JUL17:02:00",974.0233333
"07JUL17:02:30",977.8583333
"07JUL17:03:00",925.3333333
"07JUL17:03:30",924.3133333
"07JUL17:04:00",918.3766667
"07JUL17:04:30",958.15
"07JUL17:05:00",1170.2666667
"07JUL17:05:30",1130.5816667
"07JUL17:06:00",1108.99
"07JUL17:06:30",1058.61
"07JUL17:07:00",989.92
"07JUL17:07:30",972.245
"07JUL17:08:00",908.4783333
"07JUL17:08:30",906.8666667
"07JUL17:09:00",920.1233333
"07JUL17:09:30",1053.44
"07JUL17:10:00",1237.285
"07JUL17:10:30",1636.041667
"07JUL17:11:00",1746.38
"07JUL17:11:30",1899.925
"07JUL17:12:00",1902.588333
"07JUL17:12:30",1809.76
"07JUL17:13:00",1800.635
"07JUL17:13:30",1872.021667
"07JUL17:14:00",1883.185
"07JUL17:14:30",1905.86
"07JUL17:15:00",1995.486667
"07JUL17:15:30",2025.52
"07JUL17:16:00",1966.9
"07JUL17:16:30",2024.285
"07JUL17:17:00",2014.638333
"07JUL17:17:30",1982.783333
"07JUL17:18:00",2005.225
"07JUL17:18:30",1986.3
"07JUL17:19:00",2046.715
"07JUL17:19:30",2074.36
"07JUL17:20:00",2055.6
"07JUL17:20:30",2045.183333
"07JUL17:21:00",1975.683333
"07JUL17:21:30",1858.223333
"07JUL17:22:00",886.765
"07JUL17:22:30",721.04
"07JUL17:23:00",734.0816667
"07JUL17:23:30",737.68
"10JUL17:00:00",1181.4616667
"10JUL17:00:30",1314.5466667
"10JUL17:01:00",1352.8183333
"10JUL17:01:30",1355.6133333
"10JUL17:02:00",1332.6516667
"10JUL17:02:30",1334.455
"10JUL17:03:00",1318.8633333
"10JUL17:03:30",1335.3383333
"10JUL17:04:00",1328.4733333
"10JUL17:04:30",1318.7683333
"10JUL17:05:00",1314.2783333
"10JUL17:05:30",1429.6383333
"10JUL17:06:00",1416.1366667
"10JUL17:06:30",1320.95
"10JUL17:07:00",1216.335
"10JUL17:07:30",1122.0333333
"10JUL17:08:00",993.225
"10JUL17:08:30",957.2733333
"10JUL17:09:00",1038.725
"10JUL17:09:30",1183.7916667
"10JUL17:10:00",1332.645
"10JUL17:10:30",1457.4266667
"10JUL17:11:00",1711.128333
"10JUL17:11:30",1910
"10JUL17:12:00",1937.88
"10JUL17:12:30",1905.638333
"10JUL17:13:00",1880.098333
"10JUL17:13:30",1855.195
"10JUL17:14:00",1897.276667
"10JUL17:14:30",1961.908333
"10JUL17:15:00",2080.766667
"10JUL17:15:30",2097.266667
"10JUL17:16:00",2135.716667
"10JUL17:16:30",2163.123333
"10JUL17:17:00",2177.291667
"10JUL17:17:30",2170.175
"10JUL17:18:00",2175.475
"10JUL17:18:30",2123.46
"10JUL17:19:00",2126.42
"10JUL17:19:30",2167.43
"10JUL17:20:00",2178.888333
"10JUL17:20:30",2126.563333
"10JUL17:21:00",2143.171667
"10JUL17:21:30",2086.445
"10JUL17:22:00",960.3633333
"10JUL17:22:30",739.685
"10JUL17:23:00",761.0733333
"10JUL17:23:30",748.7083333
"11JUL17:00:00",785.2933333
"11JUL17:00:30",980.9216667
"11JUL17:01:00",1002.6133333
"11JUL17:01:30",1006.6433333
"11JUL17:02:00",999.55
"11JUL17:02:30",999.6233333
"11JUL17:03:00",955.7666667
"11JUL17:03:30",939.5583333
"11JUL17:04:00",941.335
"11JUL17:04:30",944.5616667
"11JUL17:05:00",940.1833333
"11JUL17:05:30",1086.1883333
"11JUL17:06:00",1177.7883333
"11JUL17:06:30",1322.1333333
"11JUL17:07:00",1321.0083333
"11JUL17:07:30",1214.755
"11JUL17:08:00",1268.555
"11JUL17:08:30",1219.29
"11JUL17:09:00",1136.1933333
"11JUL17:09:30",1138.8166667
"11JUL17:10:00",966.3216667
"11JUL17:10:30",1192.0966667
"11JUL17:11:00",1424.4366667
"11JUL17:11:30",1784.083333
"11JUL17:12:00",1866.286667
"11JUL17:12:30",1858.848333
"11JUL17:13:00",1848.656667
"11JUL17:13:30",1889.551667
"11JUL17:14:00",2114.088333
"11JUL17:14:30",2114.831667
"11JUL17:15:00",2049.655
"11JUL17:15:30",2048.395
"11JUL17:16:00",2036.755
"11JUL17:16:30",2063.748333
"11JUL17:17:00",2073.233333
"11JUL17:17:30",2080.236667
"11JUL17:18:00",2112.935
"11JUL17:18:30",2092.181667
"11JUL17:19:00",2062.593333
"11JUL17:19:30",2107.668333
"11JUL17:20:00",2106.958333
"11JUL17:20:30",2118.48
"11JUL17:21:00",2107.723333
"11JUL17:21:30",2043.586667
"11JUL17:22:00",917.67
"11JUL17:22:30",744.845
"11JUL17:23:00",753.7583333
"11JUL17:23:30",749.615
"12JUL17:00:00",778.0283333
"12JUL17:00:30",972.4533333
"12JUL17:01:00",1003.7166667
"12JUL17:01:30",1002.7466667
"12JUL17:02:00",997.275
"12JUL17:02:30",995.2016667
"12JUL17:03:00",944.9
"12JUL17:03:30",932.6066667
"12JUL17:04:00",936.7216667
"12JUL17:04:30",940.5
"12JUL17:05:00",943.28
"12JUL17:05:30",954.805
"12JUL17:06:00",1165.2966667
"12JUL17:06:30",1203.895
"12JUL17:07:00",1141.0766667
"12JUL17:07:30",1254.61
"12JUL17:08:00",1312.16
"12JUL17:08:30",1347.0183333
"12JUL17:09:00",1252.4966667
"12JUL17:09:30",1089.9066667
"12JUL17:10:00",983.87
"12JUL17:10:30",1071.23
"12JUL17:11:00",1433.5433333
"12JUL17:11:30",1832.788333
"12JUL17:12:00",1903.101667
"12JUL17:12:30",1910.148333
"12JUL17:13:00",1861.048333
"12JUL17:13:30",1950.323333
"12JUL17:14:00",2016.366667
"12JUL17:14:30",2043.353333
"12JUL17:15:00",2112.373333
"12JUL17:15:30",2087.548333
"12JUL17:16:00",1739.696667
"12JUL17:16:30",1830.455
"12JUL17:17:00",2057.621667
"12JUL17:17:30",2175.633333
"12JUL17:18:00",2254.388333
"12JUL17:18:30",2274.646667
"12JUL17:19:00",2315.198333
"12JUL17:19:30",2308.78
"12JUL17:20:00",2264.988333
"12JUL17:20:30",2160.935
"12JUL17:21:00",2182.013333
"12JUL17:21:30",2114.703333
"12JUL17:22:00",912.93
"12JUL17:22:30",752.5033333
"12JUL17:23:00",763.42
"12JUL17:23:30",756.1316667
"13JUL17:00:00",781.8016667
"13JUL17:00:30",985.03
"13JUL17:01:00",1008.895
"13JUL17:01:30",1004.2216667
"13JUL17:02:00",1009.31
"13JUL17:02:30",1001.625
"13JUL17:03:00",947.98
"13JUL17:03:30",942.015
"13JUL17:04:00",936.34
"13JUL17:04:30",947.6433333
"13JUL17:05:00",1153.665
"13JUL17:05:30",1178.99
"13JUL17:06:00",1296.7883333
"13JUL17:06:30",1368.7683333
"13JUL17:07:00",1195.2983333
"13JUL17:07:30",1125.3416667
"13JUL17:08:00",1181.1
"13JUL17:08:30",1172.7983333
"13JUL17:09:00",1116.0983333
"13JUL17:09:30",1126.0483333
"13JUL17:10:00",1189.99
"13JUL17:10:30",1281.3833333
"13JUL17:11:00",1551.728333
"13JUL17:11:30",1929.575
"13JUL17:12:00",2094.59
"13JUL17:12:30",2127.481667
"13JUL17:13:00",2012.901667
"13JUL17:13:30",2041.981667
"13JUL17:14:00",2075.945
"13JUL17:14:30",2106.918333
"13JUL17:15:00",2146.598333
"13JUL17:15:30",2137.443333
"13JUL17:16:00",2164.948333
"13JUL17:16:30",2117.028333
"13JUL17:17:00",2210.49
"13JUL17:17:30",2187.833333
"13JUL17:18:00",2193.746667
"13JUL17:18:30",2186.788333
"13JUL17:19:00",2179.616667
"13JUL17:19:30",2186.153333
"13JUL17:20:00",2174.653333
"13JUL17:20:30",2230.311667
"13JUL17:21:00",2205.188333
"13JUL17:21:30",2189.581667
"13JUL17:22:00",1002.0583333
"13JUL17:22:30",767.33
"13JUL17:23:00",771.605
"13JUL17:23:30",766.975
"14JUL17:00:00",799.8716667
"14JUL17:00:30",1014.3733333
"14JUL17:01:00",1037.84
"14JUL17:01:30",1036.725
"14JUL17:02:00",1029.6433333
"14JUL17:02:30",1026.4033333
"14JUL17:03:00",978.9883333
"14JUL17:03:30",956.46
"14JUL17:04:00",971.495
"14JUL17:04:30",974.7083333
"14JUL17:05:00",1201.4066667
"14JUL17:05:30",1200.0116667
"14JUL17:06:00",1166.7
"14JUL17:06:30",1131.4866667
"14JUL17:07:00",1002.5633333
"14JUL17:07:30",1007.7816667
"14JUL17:08:00",1066.4833333
"14JUL17:08:30",1223.0283333
"14JUL17:09:00",1146.4516667
"14JUL17:09:30",1158.015
"14JUL17:10:00",1290.0733333
"14JUL17:10:30",1452.95
"14JUL17:11:00",1679.421667
"14JUL17:11:30",1967.768333
"14JUL17:12:00",1997.466667
"14JUL17:12:30",1895.198333
"14JUL17:13:00",1891.175
"14JUL17:13:30",1915.488333
"14JUL17:14:00",1961.28
"14JUL17:14:30",1995.091667
"14JUL17:15:00",2047.125
"14JUL17:15:30",2085.976667
"14JUL17:16:00",2138.225
"14JUL17:16:30",2162.31
"14JUL17:17:00",2137.631667
"14JUL17:17:30",2143.636667
"14JUL17:18:00",2133.501667
"14JUL17:18:30",2131.501667
"14JUL17:19:00",2172.893333
"14JUL17:19:30",2187.518333
"14JUL17:20:00",2196.318333
"14JUL17:20:30",2162.66
"14JUL17:21:00",2107.653333
"14JUL17:21:30",2097.245
"14JUL17:22:00",909.2666667
"14JUL17:22:30",749.105
"14JUL17:23:00",762.4066667
"14JUL17:23:30",768.9233333
"17JUL17:00:00",1049.7166667
"17JUL17:00:30",1217.6133333
"17JUL17:01:00",1234.8166667
"17JUL17:01:30",1174.4883333
"17JUL17:02:00",1124.9283333
"17JUL17:02:30",1145.32
"17JUL17:03:00",1129.5233333
"17JUL17:03:30",1142.0083333
"17JUL17:04:00",1142.8116667
"17JUL17:04:30",1071.1083333
"17JUL17:05:00",1077.75
"17JUL17:05:30",1078.2716667
"17JUL17:06:00",1084.135
"17JUL17:06:30",1044.8283333
"17JUL17:07:00",1032.645
"17JUL17:07:30",1045.45
"17JUL17:08:00",1184.3966667
"17JUL17:08:30",1232.5883333
"17JUL17:09:00",1390.6166667
"17JUL17:09:30",1456.2516667
"17JUL17:10:00",1661.755
"17JUL17:10:30",1710.41
"17JUL17:11:00",1613.925
"17JUL17:11:30",1873.206667
"17JUL17:12:00",1843.835
"17JUL17:12:30",1782.711667
"17JUL17:13:00",1809.828333
"17JUL17:13:30",1756.813333
"17JUL17:14:00",1775.691667
"17JUL17:14:30",1833.15
"17JUL17:15:00",1872.653333
"17JUL17:15:30",1923.335
"17JUL17:16:00",2050.128333
"17JUL17:16:30",2044.136667
"17JUL17:17:00",2083.995
"17JUL17:17:30",2079.73
"17JUL17:18:00",2096.685
"17JUL17:18:30",2119.56
"17JUL17:19:00",2119.861667
"17JUL17:19:30",2112.626667
"17JUL17:20:00",2165.656667
"17JUL17:20:30",2149.32
"17JUL17:21:00",2073.925
"17JUL17:21:30",2100.995
"17JUL17:22:00",899.2783333
"17JUL17:22:30",734.9116667
"17JUL17:23:00",758.9733333
"17JUL17:23:30",740.39
"18JUL17:00:00",786.1783333
"18JUL17:00:30",983.125
"18JUL17:01:00",1023.695
"18JUL17:01:30",980.5316667
"18JUL17:02:00",984.41
"18JUL17:02:30",981.7416667
"18JUL17:03:00",922.6333333
"18JUL17:03:30",916.5183333
"18JUL17:04:00",919.8716667
"18JUL17:04:30",913.9233333
"18JUL17:05:00",913.4783333
"18JUL17:05:30",911.7383333
"18JUL17:06:00",1143.0283333
"18JUL17:06:30",1323.625
"18JUL17:07:00",1339.81
"18JUL17:07:30",1406.8
"18JUL17:08:00",1382.4583333
"18JUL17:08:30",1171.7216667
"18JUL17:09:00",1052.6066667
"18JUL17:09:30",1006.4833333
"18JUL17:10:00",1038.0183333
"18JUL17:10:30",1182.12
"18JUL17:11:00",1436.2383333
"18JUL17:11:30",1798.656667
"18JUL17:12:00",1795.248333
"18JUL17:12:30",1748.495
"18JUL17:13:00",1657.358333
"18JUL17:13:30",1639.045
"18JUL17:14:00",1643.545
"18JUL17:14:30",1685.17
"18JUL17:15:00",1720.016667
"18JUL17:15:30",1794.903333
"18JUL17:16:00",1852.378333
"18JUL17:16:30",1833.835
"18JUL17:17:00",1851.631667
"18JUL17:17:30",1873.783333
"18JUL17:18:00",1933.293333
"18JUL17:18:30",2001.905
"18JUL17:19:00",2023.003333
"18JUL17:19:30",1998.898333
"18JUL17:20:00",2075.238333
"18JUL17:20:30",1979.695
"18JUL17:21:00",1976.086667
"18JUL17:21:30",1826.1
"18JUL17:22:00",864.2333333
"18JUL17:22:30",728.1133333
"18JUL17:23:00",735.0183333
"18JUL17:23:30",748.94
"19JUL17:00:00",809.825
"19JUL17:00:30",1001.45
"19JUL17:01:00",1027.12
"19JUL17:01:30",1027.005
"19JUL17:02:00",1010.725
"19JUL17:02:30",990.6166667
"19JUL17:03:00",937.61
"19JUL17:03:30",924.6166667
"19JUL17:04:00",927.4466667
"19JUL17:04:30",924.565
"19JUL17:05:00",924.625
"19JUL17:05:30",933.1
"19JUL17:06:00",1089.7716667
"19JUL17:06:30",1136.2466667
"19JUL17:07:00",1058.8783333
"19JUL17:07:30",1059.2966667
"19JUL17:08:00",998.59
"19JUL17:08:30",1152.4783333
"19JUL17:09:00",1063.725
"19JUL17:09:30",1031.6216667
"19JUL17:10:00",1006.9
"19JUL17:10:30",1135.4616667
"19JUL17:11:00",1341.6266667
"19JUL17:11:30",1679.363333
"19JUL17:12:00",1708.148333
"19JUL17:12:30",1618.281667
"19JUL17:13:00",1658.773333
"19JUL17:13:30",1722.191667
"19JUL17:14:00",1813.561667
"19JUL17:14:30",1822.613333
"19JUL17:15:00",1865.273333
"19JUL17:15:30",1879.088333
"19JUL17:16:00",1608.338333
"19JUL17:16:30",1677.991667
"19JUL17:17:00",1795.683333
"19JUL17:17:30",1894.666667
"19JUL17:18:00",1949.486667
